69365,44488
27913,84085
71919,30401
35493,29483
3636,96716
11690,77173
84412,40841
71731,30401
63780,40754
72532,87862
7891,96009
46028,33177
67175,3640
71513,13798
23879,31465
87823,73267
61883,54015
88097,22496
60570,57799
10840,77173
30597,31426
28395,84085
30154,38316
72832,78612
42730,65843
85094,90164
55605,95437
72515,41632
27514,29542
18907,64036
11845,77173
13776,52462
8840,96009
70362,41362
25409,52050
22026,18425
46492,33177
14887,52462
80593,42856
17414,69471
88780,59527
47126,23428
21257,18425
48473,5443
36834,45855
26004,27277
76642,84427
66849,19962
5581,41805
80492,43571
67922,96773
34484,72866
4590,41805
6655,33625
83926,66551
67734,92920
14474,52462
1218,5120
29388,38316
38748,87524
47619,23428
5330,41805
75693,86419
46770,23428
44612,37068
1770,5120
69192,92268
85551,14389
38919,87524
86864,1195
65421,88875
31021,42277
15062,52462
12931,20023
5576,41805
83976,87305
71299,66641
84832,84537
56964,39582
63008,41031
52470,46963
49231,5443
43332,65843
9943,77173
7266,33625
57930,39582
70087,55678
58977,88951
1642,5120
59058,74126
67722,72253
64766,11019
7592,33625
886,5120
19833,64036
54921,95437
25969,27277
23306,38035
37553,87524
12209,20023
89778,86592
60847,37065
36351,29483
23204,38035
8778,96009
43820,27071
22405,18425
40729,77105
13480,52462
36708,29483
14751,52462
2076,96716
6948,33625
34439,72866
38388,87524
70405,76786
8181,96009
72110,78615
88283,61004
15840,94278
57144,39582
69768,74126
3176,96716
15847,94278
9610,96009
63440,52640
46249,33177
85035,62259
33584,72866
305,5120
26970,21813
48727,5443
20417,64036
54797,95437
38386,87524
53617,52965
15829,94278
46376,33177
84845,13203
22495,18425
54405,95437
83641,69386
4398,41805
36090,29483
71281,76312
61741,30677
49439,72609
9816,96009
60212,42260
68772,42467
72929,25990
3935,96716
41837,7302
82232,28807
24280,31465
68066,76786
69922,81589
70730,95829
11396,77173
10339,77173
61197,86419
57695,39582
16780,94278
84877,40176
76949,74320
86740,42260
63736,17729
49459,72609
87879,27804
44336,37068
25293,5734
3592,96716
30657,42277
71652,40176
53219,46963
30742,42277
33438,72866
35799,29483
82091,69386
13812,52462
14473,52462
8186,96009
20530,64036
17875,69471
37063,45855
69456,65273
59021,83182
17912,69471
57646,39582
17950,69471
53579,52965
38188,87524
34482,72866
25677,27277
24023,31465
76764,66456
71032,53786
74817,14393
32032,86280
64251,55415
10510,77173
64220,1195
36440,29483
35427,33787
18757,69471
21320,18425
71063,84938
36416,29483
76187,29423
29049,38316
21438,18425
87597,40373
66557,90164
68232,88951
20489,64036
67534,81123
28809,84085
83328,75678
66866,74746
75623,5367
40317,19835
59900,47793
83486,89903
15496,94278
67368,55500
62905,64398
74123,37331
89450,4148
77738,1804
58903,28766
71391,57799
67438,77810
78293,41157
15268,52462
88909,43571
55386,95437
26817,21813
10270,77173
77549,80004
10995,77173
23796,38035
83109,25638
42751,65843
13443,20023
28176,84085
8920,96009
14721,52462
74764,51815
50182,12766
56057,54461
90084,83823
67212,57556
87289,58358
54038,52965
38009,87524
19030,64036
60095,86937
73281,6011
40764,77105
36522,29483
31802,86280
37348,45855
77228,66551
1199,5120
72096,61004
73780,66641
29486,38316
86726,86937
11258,77173
19605,64036
41607,90267
64911,26332
18899,69471
19501,64036
26965,21813
88303,90164
3912,96716
4148,41805
78679,41157
64687,54488
11695,77173
86627,1195
72697,2373
86934,20077
77931,55500
49498,72609
32524,86280
106,5120
2066,96716
41759,7302
126,5120
77438,16866
56529,54461
16834,94278
44801,37068
72759,22496
49013,5443
66735,81652
67974,3640
45235,37068
14676,52462
63797,96905
26833,21813
64018,30131
64428,40176
81776,10058
9576,96009
46749,23428
55082,95437
75964,38123
1597,5120
71983,88887
73311,82531
30436,31426
5261,41805
15429,52462
30175,31426
50547,12766
49691,76856
77241,88951
47721,23428
43563,27071
89244,68178
24847,59455
72437,45773
36599,29483
55358,95437
14674,52462
17272,69471
9503,96009
12896,20023
68220,86127
28154,84085
46808,23428
73412,87118
61581,76786
80011,89811
14248,52462
59484,89860
45268,37068
10188,77173
38780,87524
48931,5443
39773,19835
21581,18425
35909,29483
20694,64036
88003,96579
12956,20023
53716,52965
64090,1468
33850,72866
56202,54461
87694,44860
32788,86280
2008,96716
85564,72763
90237,79612
25060,5734
30058,38316
78789,17663
17224,94278
40715,19835
52026,46963
75734,52350
51518,12766
77138,60177
47738,23428
1612,5120
63380,2289
1019,5120
80072,99101
82014,4586
49854,76856
25384,52050
34069,72866
3403,96716
21149,18425
46374,33177
68636,22557
13925,52462
58105,95010
41341,77105
10890,77173
50207,12766
48494,5443
4801,41805
57796,39582
18918,64036
25269,5734
1052,5120
25972,27277
28631,84085
75079,58167
69521,57790
23700,38035
41528,90267
74948,70499
3519,96716
30922,42277
84383,51815
29623,38316
63062,41031
34096,72866
8855,96009
26028,27277
30599,31426
50776,12766
71122,41094
41265,77105
29531,38316
56608,39582
32384,86280
25414,52050
57748,39582
84492,79739
10295,77173
17883,69471
20859,18425
31034,42277
66832,94981
63872,56039
16916,94278
36900,45855
59806,89860
79619,91620
14616,52462
34370,72866
29953,38316
7964,96009
41717,90267
39720,19835
9012,96009
36459,29483
59599,29987
20386,64036
62055,77810
23853,31465
77187,41031
47805,99388
81457,62563
24792,58209
26687,55727
29307,38316
71152,84739
76077,25684
87626,64398
26660,55727
43795,27071
38741,87524
43391,65843
15833,94278
52409,46963
2688,96716
87983,7537
4099,41805
24925,59455
37147,45855
19228,64036
13851,52462
64125,10068
78490,96905
181,5120
89661,17729
15440,94278
67704,80663
27926,84085
46106,33177
12378,20023
48736,5443
16157,94278
41529,90267
27683,29542
41412,77105
15738,94278
3149,96716
33937,72866
39387,19835
63145,97831
82942,36562
25904,27277
64124,43398
59139,1799
81828,18709
73402,74953
55522,95437
22048,18425
21930,18425
57722,39582
58234,95010
35434,33787
49878,12766
63834,59895
23384,38035
59882,20267
72867,86419
88384,7846
37808,87524
87257,84537
12929,20023
47324,23428
53518,52965
52897,46963
69639,10938
6510,33625
12331,20023
39775,19835
22387,18425
18062,69471
57597,39582
10733,77173
79587,95829
81827,10408
15484,94278
5670,41805
9318,96009
33324,72866
40532,19835
64982,90276
76230,82531
5767,41805
55531,95437
6289,33625
22723,18425
52264,46963
3375,96716
51165,12766
71399,64341
7533,33625
30482,31426
63149,2069
89392,41094
33887,72866
52509,46963
84798,64398
82582,14215
40428,19835
14204,52462
4200,41805
5885,41805
62127,47921
48103,99388
15417,52462
62213,86127
73516,65273
42676,7302
31354,42277
62091,10408
41198,77105
76778,11658
74579,14393
5128,41805
19627,64036
85749,1468
18879,69471
7748,33625
29573,38316
49032,5443
87340,25638
61690,158
61329,78091
49555,72609
48597,5443
67844,95808
89213,93011
75633,2245
60714,54483
67672,96635
59895,63104
84124,46604
34522,72866
82280,98785
30444,31426
40194,19835
83162,63104
33888,72866
80901,65176
49867,76856
9368,96009
25043,5734
28694,84085
40988,77105
39956,19835
69062,11658
6966,33625
19236,64036
42000,7302
27979,84085
46860,23428
28469,84085
20106,64036
64769,21916
11615,77173
86686,87567
54652,95437
64792,7846
1982,96716
64187,62563
84330,52858
67372,33710
54883,95437
35749,29483
40544,19835
3472,96716
43486,65843
11860,77173
20371,64036
74671,37065
11934,20023
56612,39582
27682,29542
62722,14307
34253,72866
61209,41094
42703,7302
77840,1799
38263,87524
16345,94278
83023,35709
77148,3640
25126,5734
77132,53597
43814,27071
60039,17283
30089,38316
71976,10938
24859,59455
18031,69471
19862,64036
88989,4087
22360,18425
53046,46963
19899,64036
23061,18425
88112,55500
73476,7846
15796,94278
13332,20023
49092,5443
61085,30401
76040,81559
18784,69471
5389,41805
35096,33787
2479,96716
83770,22455
27986,84085
83383,29598
80911,9642
68335,34385
8830,96009
7069,33625
86784,1195
37741,87524
61832,53786
5150,41805
51427,12766
74265,63466
16668,94278
66504,93011
85467,18939
47735,23428
5351,41805
9884,77173
51151,12766
41174,77105
70511,73175
26720,55727
63353,7846
72180,73676
46874,23428
61509,94676
2535,96716
54763,95437
48954,5443
76379,40841
27007,21813
44623,37068
86006,5367
79307,83182
28120,84085
84645,38877
88093,14389
36377,29483
53630,52965
34063,72866
5365,41805
32866,86280
81891,80663
36819,29483
35095,33787
73171,99165
25359,52050
81525,10
73539,68860
1861,5120
74399,95135
24987,59455
76746,63803
12982,20023
22224,18425
80719,45773
42125,7302
43075,65843
34387,72866
84981,4087
54547,95437
30332,31426
70815,72253
80791,30131
76162,74432
17320,69471
57161,39582
14091,52462
32793,86280
38629,87524
59326,83823
62252,58086
15583,94278
70381,30893
56031,54461
76145,33273
25548,52050
15524,94278
72682,58895
24051,31465
86613,22557
24910,59455
44915,37068
74081,87544
88131,1804
25255,5734
18901,69471
734,5120
10664,77173
32494,86280
37301,45855
34963,33787
85976,19032
12241,20023
72902,26802
77179,29423
62415,41031
86306,57195
15133,52462
47771,23428
81101,4148
30159,31426
25434,52050
80922,73018
6918,33625
61072,1632
35505,29483
51515,12766
27524,29542
38592,87524
23058,18425
62156,96905
66114,86203
83101,9901
63381,75678
52495,46963
78806,20077
26317,55727
43733,27071
22967,18425
86144,92906
72754,21821
27149,21813
30133,38316
44836,37068
27492,29542
54164,52965
48823,5443
7471,33625
4798,41805
20111,64036
33662,72866
25796,27277
72795,14389
63544,7565
22986,18425
49730,76856
40234,19835
88354,10
30232,31426
46463,33177
90299,84427
87835,36125
2333,96716
8598,96009
45041,37068
15328,52462
14885,52462
29903,38316
60171,54488
59202,63375
63166,32405
7423,33625
89404,54483
31746,86280
13186,20023
63141,47793
87944,38877
59661,63263
27385,29542
6634,33625
67726,50794
67096,14393
7666,33625
31744,86280
54654,95437
59827,94337
16843,94278
52017,46963
21037,18425
87365,62858
26702,55727
66067,19251
183,5120
34786,33787
73322,58895
19180,64036
43524,65843
12901,20023
11108,77173
60340,41157
60528,42260
66458,53464
40563,19835
31314,42277
27516,29542
85645,42433
62293,96579
62995,3640
61412,62858
68577,73799
40351,19835
5229,41805
12120,20023
888,5120
60925,94746
32257,86280
45136,37068
65915,88069
24740,58209
12079,20023
17428,69471
70136,53451
19515,64036
18712,69471
68912,80004
23543,38035
55656,54461
41785,7302
17538,69471
6202,33625
60066,88951
77526,18839
42299,7302
51652,12766
17868,69471
78521,54488
1180,5120
62882,60071
47268,23428
21849,18425
61166,77810
56113,54461
12189,20023
51064,12766
58823,65176
29927,38316
59557,53464
18861,69471
54577,95437
19607,64036
32522,86280
61684,93011
12072,20023
2862,96716
26619,55727
87958,46468
17933,69471
53853,52965
81793,3740
12898,20023
3608,96716
50950,12766
46885,23428
8481,96009
81603,96579
63596,10068
87781,23545
20666,64036
19429,64036
45707,37068
10714,77173
17263,94278
57339,39582
29655,38316
44528,37068
30736,42277
33207,72866
15689,94278
6762,33625
2892,96716
33918,72866
13342,20023
41962,7302
90167,52789
25644,52050
7989,96009
36601,29483
64526,70916
58288,95010
18743,69471
85177,33710
61087,96579
30582,31426
30481,31426
65546,87885
38481,87524
58668,95010
39246,19835
53387,52965
34280,72866
66292,59748
42720,65843
56306,54461
29209,38316
17335,69471
32029,86280
12312,20023
52759,46963
76758,42460
84137,83045
7234,33625
46658,33177
31652,86280
1975,96716
74232,66655
5555,41805
3915,96716
67864,8549
24878,59455
52976,46963
57963,39582
66698,85834
765,5120
69622,88875
45648,37068
12864,20023
53729,52965
35035,33787
86852,28180
23294,38035
48139,99388
11891,77173
81769,8096
8654,96009
82360,78575
25029,59455
49431,5443
10110,77173
57263,39582
4045,41805
29556,38316
592,5120
75621,88534
12942,20023
46024,33177
48365,99388
61545,28879
9272,96009
30035,38316
89701,87040
67589,83045
74927,25638
3562,96716
31860,86280
69775,33710
4526,41805
5012,41805
74861,87118
47359,23428
26173,27277
11925,20023
46694,23428
17738,69471
5863,41805
1353,5120
64193,66381
32795,86280
73995,1315
43044,65843
45587,37068
75134,18939
26465,55727
71314,63466
48437,99388
22347,18425
19652,64036
56245,54461
50463,12766
54942,95437
6350,33625
76762,83823
56429,54461
1590,5120
50130,12766
31875,86280
41322,77105
36367,29483
41699,90267
44276,37068
27722,29542
85430,4087
85115,37643
77820,61102
43385,65843
16327,94278
40049,19835
32120,86280
718,5120
8661,96009
42991,65843
9799,96009
8263,96009
10317,77173
16747,94278
24059,31465
73201,17283
76902,86419
65755,18939
67616,30401
65865,87567
14654,52462
23667,38035
77741,66641
36512,29483
67941,28807
89380,15145
72800,93011
12085,20023
84783,46144
89979,42856
69428,88887
14611,52462
65145,18839
83943,8096
78522,25759
24876,59455
65478,10068
78218,31955
21247,18425
84925,17283
78357,11658
46065,33177
87622,36562
36472,29483
58500,95010
43441,65843
7694,33625
8041,96009
48386,99388
11009,77173
30972,42277
74718,19251
89323,67399
44406,37068
52298,46963
22488,18425
23704,38035
76692,72311
10427,77173
12112,20023
43871,27071
5593,41805
12809,20023
29990,38316
64379,72321
8787,96009
74423,63375
8963,96009
20764,18425
81593,41632
17022,94278
3091,96716
78588,25687
64440,82994
62988,68860
37003,45855
78700,86419
42783,65843
29363,38316
86342,93085
48709,5443
22567,18425
15634,94278
14027,52462
46710,23428
24081,31465
8655,96009
19109,64036
58110,95010
72373,96635
25859,27277
6398,33625
88055,4148
66895,81506
10182,77173
31826,86280
43588,27071
60494,82190
13457,52462
75604,76786
24542,58209
62343,86419
29382,38316
74072,3640
18481,69471
46508,33177
62593,30401
52827,46963
85639,45019
16750,94278
59412,10938
11691,77173
90192,25759
66847,16866
58985,38123
55101,95437
46001,33177
75814,57556
83543,65981
22412,18425
85360,56103
85332,78575
63280,2689
66884,81123
77909,2289
1999,96716
68991,14215
59997,3432
24937,59455
58753,42260
65204,2245
16414,94278
27338,21813
38341,87524
6712,33625
48976,5443
7008,33625
43141,65843
71267,12119
58755,14215
86884,74746
88663,34385
64004,73799
49709,76856
1051,5120
16313,94278
90282,62259
28311,84085
76885,9910
15690,94278
23540,38035
54738,95437
43217,65843
87967,80491
77282,86203
48332,99388
85450,96905
52432,46963
85867,45019
48455,5443
25585,52050
38262,87524
86414,32405
76361,17283
680,5120
78479,40841
40829,77105
45676,37068
63510,96579
83806,87305
11486,77173
53390,52965
11227,77173
37985,87524
39813,19835
44214,37068
63938,80491
22321,18425
39493,19835
59989,32797
27316,21813
86425,1468
46607,33177
53674,52965
17821,69471
84569,80491
40964,77105
82573,75678
45759,37068
27510,29542
39065,87524
3890,96716
2602,96716
76982,59871
42479,7302
47639,23428
16533,94278
1887,5120
639,5120
89028,41617
56176,54461
72491,30893
7606,33625
61184,80004
32394,86280
15468,94278
8816,96009
85053,8549
62682,17419
52949,46963
64647,81123
48625,5443
48682,5443
79667,32797
34890,33787
48399,99388
53314,46963
45102,37068
50596,12766
60735,10975
24506,58209
83428,59748
84246,52640
42487,7302
37335,45855
46209,33177
71374,17867
41969,7302
44962,37068
46340,33177
33373,72866
60276,92879
54201,52965
72631,20388
11736,77173
62455,60071
87915,52992
24168,31465
63827,2069
73422,90125
12511,20023
19643,64036
33061,72866
20211,64036
88981,90125
83742,54488
27742,84085
12979,20023
72220,8125
79678,44860
72537,68187
18751,69471
9513,96009
41315,77105
88367,17729
51030,12766
70394,11406
36449,29483
72066,63730
21489,18425
19894,64036
9115,96009
14594,52462
60396,88083
25206,5734
81175,58358
22398,18425
470,5120
34234,72866
62826,96579
12084,20023
55855,54461
72539,79179
3179,96716
28102,84085
70431,29987
16636,94278
89880,11406
29169,38316
39696,19835
68978,12466
28956,84085
48685,5443
89266,33489
11360,77173
67269,88951
13642,52462
72451,3834
7682,33625
27141,21813
86981,81506
35930,29483
58171,95010
77407,84427
21418,18425
50590,12766
60702,78612
26365,55727
29438,38316
39890,19835
40814,77105
24818,59455
58221,95010
68496,38824
42794,65843
11815,77173
87038,73175
48161,99388
36922,45855
20709,64036
81926,12466
47051,23428
28905,84085
31607,42277
49473,72609
34309,72866
4193,41805
17866,69471
60576,158
30733,42277
20396,64036
7534,33625
71202,11715
10452,77173
42063,7302
6250,33625
51227,12766
12961,20023
85215,36125
35211,33787
73556,2289
1853,5120
56918,39582
10111,77173
41327,77105
37541,45855
78265,17419
80505,44488
30267,31426
25144,5734
7951,96009
32756,86280
82099,11019
7041,33625
1416,5120
31756,86280
90263,17846
70074,49357
42620,7302
19001,64036
76860,47822
67623,26332
55499,95437
64168,77810
14056,52462
65076,54488
20463,64036
15552,94278
43967,37068
89290,47069
89644,37065
83444,23545
72154,3740
32078,86280
5077,41805
70406,40373
33756,72866
83358,20838
12132,20023
58925,88084
80750,55678
81693,75058
71975,89514
43773,27071
71240,53768
38482,87524
88791,84537
73615,93312
60704,38540
19797,64036
72858,39618
2822,96716
88302,64882
36929,45855
34026,72866
43500,65843
33162,72866
46506,33177
50458,12766
80642,94981
53328,52965
72053,3640
15565,94278
36125,29483
85779,47156
17292,69471
29139,38316
49952,12766
17753,69471
20050,64036
58785,20267
18865,69471
35152,33787
1163,5120
46041,33177
6736,33625
71336,23812
26770,21813
47552,23428
46711,23428
68600,25759
4971,41805
28483,84085
24492,58209
51440,12766
42849,65843
45442,37068
32967,86280
19126,64036
65118,15145
32831,86280
76661,28180
43781,27071
35142,33787
49840,76856
73721,12119
5971,41805
24777,58209
39717,19835
82404,3834
41037,77105
89372,16866
6561,33625
43300,65843
40875,77105
12539,20023
5435,41805
31715,86280
57367,39582
58511,95010
40021,19835
33929,72866
27485,29542
35540,29483
53993,52965
39244,19835
45190,37068
69537,24531
37294,45855
13219,20023
1905,5120
55834,54461
5253,41805
28388,84085
77173,40792
25870,27277
30955,42277
66083,81559
10737,77173
56814,39582
16657,94278
10880,77173
54910,95437
10832,77173
79871,45685
35128,33787
4904,41805
18274,69471
17494,69471
26278,55727
66579,10058
44770,37068
79898,83407
18348,69471
66063,3834
4092,41805
27744,84085
10742,77173
53197,46963
15905,94278
88444,17867
50766,12766
41117,77105
10238,77173
39394,19835
6058,33625
13887,52462
13839,52462
43035,65843
47060,23428
9396,96009
43049,65843
12270,20023
14718,52462
76339,16866
16356,94278
1538,5120
68537,93085
84854,16866
5371,41805
64384,87862
52926,46963
38832,87524
38207,87524
78809,52789
9689,96009
57545,39582
29098,38316
72907,78091
88370,68187
48377,99388
43154,65843
73899,66456
5865,41805
30011,38316
14918,52462
78068,30778
37849,87524
25479,52050
57528,39582
85278,40841
61704,80004
3452,96716
37532,45855
23259,38035
67154,20267
24603,58209
74431,5367
67467,73018
52654,46963
56344,54461
3484,96716
16358,94278
41418,77105
88775,83407
86729,51815
83590,89860
29026,38316
32622,86280
29537,38316
56346,54461
73477,92268
54799,95437
14071,52462
65179,8157
86247,80663
24254,31465
87947,32735
65852,8505
66603,97831
42271,7302
75179,74432
7396,33625
17083,94278
26457,55727
78504,40754
50535,12766
50289,12766
20763,18425
43245,65843
41022,77105
64197,27804
74962,90369
85921,80004
74204,37764
48024,99388
35454,29483
76414,75058
64858,5367
22828,18425
18691,69471
21034,18425
47044,23428
16887,94278
63385,82190
86297,45978
20170,64036
52199,46963
28199,84085
3296,96716
2354,96716
64383,43240
45275,37068
69468,41632
71774,81506
10393,77173
39830,19835
4211,41805
39081,87524
47837,99388
58560,95010
66246,20388
22709,18425
58098,95010
20670,64036
82674,30893
63664,85094
44828,37068
18411,69471
49045,5443
86190,37317
8807,96009
37262,45855
6015,41805
51375,12766
85330,80004
31294,42277
73733,61987
82981,61716
19167,64036
83166,29340
45182,37068
84749,42433
31900,86280
31457,42277
49455,72609
72198,93312
26414,55727
72636,31955
23380,38035
47042,23428
65887,75719
62006,15109
87298,4586
23955,31465
37851,87524
49948,12766
76519,61769
37411,45855
46786,23428
1246,5120
5721,41805
2184,96716
51936,46963
88157,57790
89611,74953
41646,90267
9516,96009
69504,95808
19943,64036
70847,86142
86944,50794
70020,61987
29380,38316
5550,41805
14750,52462
30401,31426
46760,23428
56341,54461
51225,12766
74997,5367
48666,5443
65234,20077
73234,44488
86700,1195
3731,96716
1659,5120
81877,69386
15754,94278
66137,96521
85102,55500
89588,92906
74597,91
55851,54461
23161,18425
82478,96635
18337,69471
50210,12766
28999,84085
89201,81123
32411,86280
45224,37068
80371,8505
88139,4148
13263,20023
61082,84703
30099,38316
58629,95010
24844,59455
50020,12766
31105,42277
76993,29423
28510,84085
59119,58358
69131,32364
81314,68569
10879,77173
49518,72609
8085,96009
15461,94278
13282,20023
8658,96009
82562,13203
45666,37068
61053,37331
36912,45855
90183,87118
55581,95437
67045,8157
12754,20023
71250,28180
54035,52965
90137,57873
11904,77173
82362,40373
80776,73018
58219,95010
52874,46963
35125,33787
63763,40792
81454,29340
6264,33625
71188,55197
60470,6973
36237,29483
613,5120
17270,94278
69652,76312
18333,69471
52610,46963
35091,33787
30220,31426
6465,33625
69500,41157
6888,33625
38865,87524
48903,5443
89562,10938
43873,27071
16910,94278
66591,88875
14290,52462
14401,52462
67203,7565
43883,37068
87935,89860
53739,52965
74458,52858
34423,72866
75822,47069
32486,86280
35658,29483
31957,86280
83029,13905
13936,52462
9820,96009
59051,69386
8326,96009
73032,79739
19428,64036
32229,86280
2026,96716
78677,83823
56590,39582
60375,35709
15941,94278
25625,52050
67714,37317
24996,59455
2154,96716
18160,69471
4210,41805
66570,92879
18920,64036
89314,43595
39358,19835
7299,33625
14442,52462
52251,46963
24560,58209
79065,92239
45025,37068
6653,33625
4308,41805
51302,12766
36835,45855
41873,7302
11232,77173
5445,41805
9004,96009
65396,50560
10930,77173
27375,29542
71565,88858
5751,41805
24414,58209
27303,21813
28109,84085
1755,5120
42515,7302
19423,64036
24638,58209
72559,3740
21019,18425
78946,53464
26096,27277
29436,38316
34700,33787
18248,69471
15024,52462
20778,18425
34871,33787
22667,18425
16509,94278
59333,52789
36633,29483
44129,37068
23145,18425
66224,39618
31090,42277
51702,46963
39282,19835
48148,99388
41305,77105
86071,30908
7193,33625
54257,95437
89835,17010
55437,95437
81279,37643
41094,77105
64389,68569
4659,41805
73793,83823
33656,72866
33801,72866
84682,37331
51592,12766
4288,41805
15245,52462
33240,72866
83424,12466
73110,33069
63442,22496
9880,77173
20221,64036
57043,39582
49964,12766
9615,96009
109,5120
18817,69471
72105,63466
77548,44860
33545,72866
58708,29598
20803,18425
83618,52992
82735,55500
22194,18425
9917,77173
3016,96716
42492,7302
54093,52965
19073,64036
54376,95437
59331,60071
62138,13075
73337,70916
16915,94278
4465,41805
67559,22396
27940,84085
60381,17282
36987,45855
39373,19835
59677,79739
64200,1804
24493,58209
7225,33625
57814,39582
60782,82100
78190,72168
41558,90267
1529,5120
77684,61716
87869,29242
72774,83308
64983,63466
76741,42856
22363,18425
61411,82100
68585,54510
63607,72311
56230,54461
46157,33177
8097,96009
86724,58543
9265,96009
33610,72866
20486,64036
53258,46963
86848,8549
68781,52992
82288,17010
67424,1195
64789,21350
46707,23428
88228,8157
36303,29483
65961,42433
53863,52965
54891,95437
49641,76856
79550,72168
45775,37068
44575,37068
72981,29598
39197,19835
21334,18425
12755,20023
43425,65843
51461,12766
85827,63961
37285,45855
32108,86280
62664,86203
64827,86592
73973,75719
34787,33787
35077,33787
21390,18425
53589,52965
24149,31465
37615,87524
64614,8125
55711,54461
35682,29483
13116,20023
2438,96716
81252,47822
64257,82994
46351,33177
13069,20023
54794,95437
68804,45978
47781,99388
37509,45855
75224,88534
14397,52462
50314,12766
6224,33625
62813,2373
19453,64036
28687,84085
79457,41617
83766,10068
79459,6973
78748,31770
8500,96009
36167,29483
62021,66655
12764,20023
89429,57799
11788,77173
83892,88887
74752,91
83033,41362
1044,5120
77236,66381
53326,52965
69784,10068
16117,94278
6782,33625
48780,5443
50614,12766
6149,33625
17044,94278
44493,37068
10765,77173
36920,45855
1411,5120
44439,37068
18275,69471
27422,29542
891,5120
49085,5443
38291,87524
64356,55500
12875,20023
74714,36562
36029,29483
8294,96009
53403,52965
59308,1804
40711,19835
63835,85834
71035,29423
72348,67538
64995,27804
24182,31465
37392,45855
27371,21813
68679,75058
2045,96716
18116,69471
25266,5734
54676,95437
63738,78612
6518,33625
4095,41805
83447,17010
41555,90267
22023,18425
71486,10949
35740,29483
62692,59527
90177,35709
89873,27797
33296,72866
16652,94278
35570,29483
879,5120
48610,5443
29850,38316
3062,96716
6896,33625
25793,27277
7730,33625
52582,46963
83174,24531
31929,86280
34921,33787
5914,41805
72367,17311
61472,66445
12166,20023
80160,89811
3527,96716
20164,64036
25295,5734
3247,96716
17644,69471
13540,52462
44256,37068
57242,39582
86002,95829
49496,72609
88446,17419
64494,74126
17545,69471
610,5120
34177,72866
59638,86127
45395,37068
86811,49357
79582,95135
81592,3740
24758,58209
68483,84703
68628,57799
69924,65981
40005,19835
77377,65981
42425,7302
25378,52050
